_key,skill_id,skill_quality,skill_quality_view,hit_range,prepare,probability_init,probability_max,main_detail,season,skill_type,show_skill_type,counselor,side_only,special,name,description,target_description,skill_mark_type,flag,skill_quality_level,tag,brief_description,main_effect_id,main_effect_name,main_buff_type
200011,200011,6,59,5,0,35,35,20001101,0,3,0,0,0,0,算无遗策,使敌军群体的攻击与谋略属性降低#effect_01#（受谋略属性影响），持续#available_round_01#，在此期间，每当目标试图发动主动战法时，将陷入妖术诅咒，损失一定兵力（伤害率#effect_03#%，受谋略属性影响）$$$使敌军群体的攻击与谋略属性降低#effect_01#（受谋略属性影响），持续#available_round_01#，^并造成一次策略攻击（伤害率^#effect_04#^%，受谋略属性影响）^；在此期间，每当目标试图发动主动战法时，将陷入妖术诅咒，损失一定兵力（伤害率#effect_03#%，受谋略属性影响）,0,"2,4","21,51",A,,"使敌军群体的攻击属性和谋略属性降低；在此期间，每当目标试图发动主动战法，使其陷入妖术状态$$$使敌军群体的攻击属性和谋略属性降低,^并对其造成一次策略攻击伤害^；在此期间，每当目标试图发动主动战法，使其陷入妖术状态",201,攻击属性降低,0
200012,200012,6,59,5,0,35,35,20001212,0,3,0,0,0,0,辕门射戟,对敌军群体发动二次无视兵种相克的攻击（伤害率#effect_12#%），并使第一次受击的敌军进行攻击的伤害大幅度降低，持续#available_round_13#，每次攻击的目标独立选择,0,"1,","11,51",S,,对敌军群体造成2次无视兵种相克的攻击伤害，并使第一次受到伤害的敌军造成的攻击伤害大幅度降低,301,攻击伤害,0
200013,200013,6,59,1,0,100,100,20001301,0,1,0,0,0,0,血溅黄砂,以无法发动主动战法为代价，使自身进行攻击时的伤害提高#effect_02#%,0,"4,",,S,,无法发动主动战法，使自身造成的攻击伤害提升,902,无法发动主动战法,0
200014,200014,6,59,3,0,100,100,20001401,0,2,0,0,0,0,酒池肉林,战斗开始后前#available_round_01#，使我军全体受到的所有伤害降低#effect_01#%（受防御属性影响），此效果结束后，将在@1回合@内使我军全体造成的所有伤害大幅度降低，@第4回合@开始，使自身造成攻击伤害时能够借此恢复相当于伤害值#effect_15#%的兵力，持续直到战斗结束,0,"4,",,S,,前2回合，使我军全体受到的伤害降低；此效果结束后，1回合内使我军全体造成的伤害大幅度降低；第4回合起，使自身造成攻击伤害后借此恢复自身兵力,522,受到攻击伤害降低,0
200015,200015,6,59,3,0,100,100,20001501,0,2,0,0,0,0,洛水佳人,本场战斗中，使我军全体每回合都有#prob_param_01#的几率恢复一定兵力（恢复率#effect_01#%，受谋略属性影响）,0,"3,",,S,,使我军全体每回合恢复自身兵力,402,休整,0
200016,200016,6,59,3,0,100,100,20001601,0,2,0,0,0,0,皇裔流离,本场战斗中，使我军全体受到伤害时，有#prob_param_01#的几率能恢复一定兵力（恢复率#effect_01#%，受谋略属性影响），该效果每生效3次后，生效几率提升#subsk_211016_effect_01#%，可叠加,0,"3,",,S,,使我军全体受到伤害时，恢复自身兵力；该效果生效次数越多，生效几率越高,401,急救,0
200017,200017,6,59,2,0,40,40,20001701,0,3,0,0,0,0,诸葛锦囊,使我军全体受到策略攻击时的伤害降低#effect_01#%（受谋略属性影响），并使其进行攻击和策略攻击时的伤害提高#effect_02#%（受谋略属性影响），且自身获得先手，持续#available_round_01#。若发动时目标已有诸葛锦囊效果，则额外恢复目标一定兵力（恢复率#effect_05#%）$$$使我军全体受到^攻击和^策略攻击时的伤害降低#effect_01#%（受谋略属性影响），并使其进行攻击和策略攻击时的伤害提高#effect_02#%（受谋略属性影响），且自身获得先手，持续#available_round_01#。若发动时目标已有诸葛锦囊效果，则额外恢复目标一定兵力（恢复率#effect_05#%）,0,"4,",41,A,"3,4",使我军全体受到策略攻击伤害降低，并使其造成的所有伤害提升，且自身获得先手。若发动时目标已有诸葛锦囊效果，则额外恢复一定兵力$$$使我军全体^受到的伤害^降低，并使其造成的所有伤害提升，且自身获得先手。若发动时目标已有诸葛锦囊效果，则额外恢复一定兵力,524,受到策略攻击伤害降低,0
200018,200018,6,59,2,0,100,100,20001801,0,2,0,0,0,0,忍而不发,战斗开始后前#available_round_01#，使友军全体受到攻击和策略攻击时的伤害降低#effect_02#%（受谋略属性影响），此效果结束后，使其进入休整状态，每回合恢复较多兵力（恢复率#effect_03#%，受谋略属性影响），持续#available_round_03#,0,"4,",,A,,,522,受到攻击伤害降低,0
200019,200019,6,59,1,0,100,100,20001901,0,1,0,0,0,0,红颜铁骑,使自身每回合可以进行两次普通攻击，并使攻击属性提高#effect_02#$$$使自身每回合可以进行两次普通攻击，并使攻击属性提高#effect_02#。^发动主动战法后，造成的攻击伤害提高^#subsk_210019_effect_01#^%，持续^#subsk_210019_available_round_01#,0,"4,",,A,,使自身每回合进入连击状态，并使自身攻击属性提高$$$使自身每回合进入连击状态，并使自身攻击属性提高。^发动主战法后，使自身造成的攻击伤害提升^,544,连击,0
200020,200020,6,59,6,0,100,100,20002011,0,2,0,0,0,0,匠心不竭,战斗开始后，使敌军全体从@第1、3、5回合@开始，逐渐陷入恐慌（伤害率#effect_11#%，受谋略属性影响）、燃烧（伤害率#effect_12#%，受谋略属性影响）与妖术（伤害率#effect_13#%，受谋略属性影响）的状态，每回合开始时损失一定兵力，持续直到战斗结束，所造成的伤害无视规避,0,"2,",,A,,使敌军全体在第1、3、5回合开始时，逐渐陷入恐慌、燃烧、妖术状态，持续至战斗结束，造成的伤害无视规避,304,恐慌,0
200021,200021,6,59,5,0,50,50,20002101,0,3,0,0,0,0,银龙冲阵,随机对敌军单体发动2次攻击（伤害率#effect_01#%），每次目标独立判断，并使首次受到攻击的敌军单体受到攻击和策略攻击时的伤害提高#effect_03#%（受攻击属性影响），持续至战斗结束，最多可叠加3次,0,"1,4","11,51",S,,随机对敌军单体造成2次攻击伤害，使首次受到攻击的敌军单体受到的所有伤害提高,301,攻击伤害,0
200022,200022,6,59,4,2,75,75,20002201,0,3,0,0,0,0,长坂之吼,#prepare#准备，对敌军群体2-3目标发动一次无视兵种相克的猛烈攻击（伤害率#effect_12#%）$$$^2回合准备，对敌军单体发动三次无视兵种相克的猛烈攻击（伤害率^#effect_34#%^），每次攻击的目标独立选择^,敌军群体（有效距离内2-3个目标）$$$敌军单体,"1,","11,51",A,,2回合准备，对敌军群体2-3目标造成一次无视兵种相克的攻击伤害$$$^2回合准备，对敌军单体发动三次无视兵种相克的攻击，每次攻击的目标独立选择^,771,无视兵种相克(预备),0
200023,200023,6,59,5,0,100,100,20002301,0,2,0,0,0,0,魏武之世,在本场战斗中，使敌军全体攻击属性、防御属性、谋略属性、速度属性下降#effect_01#%（受谋略属性影响），并使我军全体攻击距离+1$$$在本场战斗中，使敌军全体攻击属性、防御属性、谋略属性、速度属性下降#effect_01#%（受谋略属性影响），并使我军全体^主动战法距离+1^,0,"4,",,S,,使敌军全体全属性下降，并使我军全体攻击距离+1$$$使敌军全体全属性下降，并使我军全体^主动战法距离+1^,201,攻击属性降低,0
200024,200024,6,59,5,0,30,30,20002401,0,3,0,0,0,0,驱虎吞狼,对敌军全体发动策略攻击（伤害率#effect_01#%，受谋略属性影响），并使其陷入围困状态，持续#available_round_03#$$$对敌军全体发动策略攻击（伤害率#effect_01#%，受谋略属性影响），并使其陷入围困状态，持续#available_round_03#。^若有目标已处于围困状态，则使敌军单体陷入^暴走^状态，持续^#available_round_14#,0,"2,","21,51",S,,对敌军全体造成策略攻击伤害，并使其无法恢复兵力$$$对敌军全体造成策略攻击伤害，并使其无法恢复兵力，^若其处于无法恢复兵力状态，则使其陷入暴走状态^,302,策略攻击伤害,0
200025,200025,6,59,2,0,40,40,20002501,0,3,0,0,0,0,魏武之泽,使我军群体免疫怯战，普通攻击和追击战法造成的伤害提高#effect_01#%（受谋略属性影响），同时有#prob_param_03#几率使其每回合可以进行两次普通攻击，持续#available_round_03#,0,"4,",,B,,使我军群体免疫怯战，并使其普通攻击和追击战法造成的伤害提升，同时使其每回合进行两次普通攻击,321,普通攻击伤害提高,0
200026,200026,6,59,6,0,50,50,20002612,0,4,0,0,0,0,千里单骑,普通攻击后，对攻击目标再次发动攻击（伤害率#effect_12#%），并借此恢复一定兵力,0,"1,3","14,51",B,"1,4",普通攻击后，对攻击目标再造成一次攻击伤害，并借此伤害恢复自身兵力,301,攻击伤害,0
200027,200027,6,59,3,0,100,100,20002701,0,2,0,0,0,0,其疾如风,战斗开始后前#available_round_01#，使我军全体速度属性提高#effect_01#（受谋略属性影响），并使其每回合有#prob_param_02#的几率可以进行两次普通攻击,0,"4,",,S,,前三回合，使我军全体速度属性提高，并可以进行两次普通攻击,104,速度属性提高,0
200028,200028,6,59,6,0,60,60,20002801,0,4,0,0,0,0,世仇,普通攻击后，对攻击目标再次发动策略攻击（伤害率#effect_01#%，受谋略属性影响），并使其陷入围困状态，持续#available_round_02#,0,"2,4","24,51",A,,普通攻击后，对攻击目标再造成一次策略攻击伤害，并使其无法恢复兵力,302,策略攻击伤害,0
200029,200029,6,59,5,0,40,40,20002901,0,3,0,0,0,0,强势,使敌军群体进行攻击时的伤害降低#effect_01#%（受谋略属性影响），并使其陷入犹豫状态，无法发动主动战法，持续#available_round_02#,0,"4,",31,A,,使敌军群体造成的攻击伤害降低，并使其陷入犹豫状态,532,攻击伤害降低,0
200030,200030,6,59,3,0,25,35,20003001,0,3,0,0,0,0,九锡黄龙,移除我军全体有害效果，并使其进入规避状态，免疫接下来受到的#available_hit_02#伤害,0,"4,",,S,,移除我军全体有害效果，并使其进入规避状态，免疫受到的伤害,513,镇静,0
200031,200031,6,59,5,1,35,35,20003101,0,3,0,0,0,0,玄武洰流,#prepare#准备，对敌军全体发动策略攻击（伤害率#effect_01#%，受谋略属性影响），并使其陷入怯战状态，无法进行普通攻击，持续#available_round_02#,0,"2,4","21,31,51",A,,1回合准备，对敌军全体造成一次策略攻击伤害，并使其陷入怯战状态,302,策略攻击伤害,0
200032,200032,6,59,5,0,40,40,20003201,0,3,0,0,0,0,复誓业火,使敌军群体受到策略攻击时的伤害提高#effect_01#%（受谋略属性影响），持续#available_round_01#，并对其发动一次火攻（伤害率#effect_02#%，受谋略属性影响），同时使其陷入燃烧状态，每回合损失一定兵力（伤害率#effect_03#%，受谋略属性影响），持续#available_round_03#,0,"2,","21,51",B,,使敌军群体受到的策略攻击伤害提高，并对其造成一次火攻，使其陷入燃烧状态,523,受到策略攻击伤害提高,0
200033,200033,6,59,6,0,100,100,20003301,0,2,0,0,0,0,遗志,战斗开始后@第3回合@，使我军前锋步兵或弓兵恢复极大量兵力，此后，受到普通攻击可以进行反击（伤害率#effect_03#%），同时无法恢复兵力，持续直到战斗结束$$$战斗开始后@第3回合@，使我军前锋步兵或弓兵恢复极大量兵力，此后，受到普通攻击可以进行反击（伤害率#effect_03#%），持续直到战斗结束,0,"4,",,B,,第三回合使我军前锋步兵或弓兵恢复兵力，并使其受到普通攻击可以反击，同时无法恢复兵力，持续至战斗结束,401,急救,0
200034,200034,6,59,1,0,100,100,20003401,0,1,0,0,0,0,侵掠如火,在战斗中可以优先行动，攻击类主动战法发动率提升#effect_03#%，进行攻击时有#subsk_210034_prob_param_01#的几率使本次攻击伤害提高#subsk_210034_effect_01#%,0,"4,",,A,,使自身优先行动，使自身攻击类主战法发动率提升，使自身造成的攻击伤害提高,761,先手(预备),0
200035,200035,6,59,5,1,35,35,20003501,0,3,0,0,0,0,枭姬,#prepare#准备，对敌军全体发动一次攻击（伤害率#effect_01#%），并随机对敌军群体2目标再度发动一次攻击（伤害率#effect_12#%）,0,"1,","11,51",B,,1回合准备，对敌军全体造成一次攻击伤害，并对敌军群体2目标再次造成一次攻击伤害,301,攻击伤害,0
200036,200036,6,59,6,0,100,100,20003601,0,2,0,0,0,0,辅王抑寇,战斗中，我军单体每发动一次主动战法后，其攻击属性提高#effect_01#，谋略属性提高#effect_02#，敌军单体每发动一次主动战法后，其防御属性和速度属性降低#effect_13#（受谋略属性影响），此效果最多可叠加5次，并在战斗开始后，使我军前锋和中军受到的前2次主动战法伤害降低#effect_25#%（受谋略属性影响）,0,"4,",,B,,我军单体每发动一次主动战法，使其攻击属性和谋略属性提升；敌军单体每发动一次主动战法，使其防御属性和速度属性降低；使我军前锋和中军受到的前2次主动战法降低,101,攻击属性提高,0
200037,200037,6,59,5,0,100,100,20003701,0,2,0,0,0,0,母仪浮梦,战斗开始后，使我军全体在受到首次攻击时可进入规避状态免疫伤害，并使敌军全体在前#available_round_12#进行攻击或策略攻击时，有#prob_param_12#的几率使本次攻击的伤害降低#effect_12#%（受谋略属性影响）,0,"4,",,A,,使我军全体受到首次攻击时，可进入规避状态，并使敌军全体在前4回合进行攻击或策略攻击时，使本次造成的伤害降低,714,规避(预备),0
200038,200038,5,49,4,0,40,40,20003801,0,3,0,0,0,0,饮鸩之怨,对敌军单体发动策略攻击（伤害率#effect_01#%，受谋略属性影响），并阻止其恢复兵力，持续#available_round_02#,0,"2,4","21,51",C,,对敌军单体造成策略攻击伤害，并使其无法恢复兵力,302,策略攻击伤害,0
200039,200039,5,49,3,0,45,45,20003901,0,3,0,0,0,0,猛火,对敌军单体发动策略攻击（伤害率#effect_01#%，受谋略属性影响），并使其陷入燃烧状态，每回合损失一定兵力（伤害率#effect_02#%，受谋略属性影响），持续#available_round_02#,0,"2,","21,51",B,,对敌军单体造成一次策略攻击伤害，并使其陷入燃烧状态,302,策略攻击伤害,0
200040,200040,5,49,5,0,100,100,20004001,0,2,0,0,0,0,节镇关东,战斗开始后前#available_round_01#，使我军群体每回合都能优先行动，在此期间，令敌军群体陷入动摇，每回合损失一定兵力（伤害率#effect_23#%），动摇效果造成的伤害无视规避,0,"2,4",,B,,前两回合，使我军群体每回合优先行动，并使敌军群体陷入动摇状态，造成的伤害无视规避,761,先手(预备),0
200041,200041,5,49,4,0,35,35,20004101,0,3,0,0,0,0,威震北疆,使敌军群体陷入恐慌状态，每回合损失一定兵力（伤害率#effect_01#%，受谋略属性影响），同时谋略属性下降#effect_02#，持续#available_round_01#,0,"2,","21,51",C,,使敌军群体下入恐慌状态，同时使其谋略属性降低,304,恐慌,0
200042,200042,5,49,2,0,30,30,20004201,0,3,0,0,0,0,献刀七星,对敌军单体发动一次猛攻（伤害率#effect_01#%），并使其速度属性降低#effect_02#，持续#available_round_02#,0,"1,","11,51",B,,对敌军单体造成一次攻击伤害，并使其速度属性降低,301,攻击伤害,0
200043,200043,5,49,6,0,25,25,20004301,0,4,0,0,0,0,藏玉在怀,普通攻击后，对攻击目标再次发动猛攻（伤害率#effect_01#%）,0,"1,","14,51",B,,普通攻击后，对攻击目标再造成一次攻击伤害,301,攻击伤害,0
200044,200044,5,49,2,0,35,35,20004401,0,3,0,0,0,0,义勇军,恢复我军群体一定兵力（恢复率#effect_01#%，受谋略属性影响），并使其防御属性提高#effect_02#（受谋略属性影响），持续#available_round_02#,0,"3,4",41,B,,恢复我军群体兵力，并使其防御属性提升,401,急救,0
200045,200045,5,49,4,0,30,30,20004501,0,3,0,0,0,0,远见,使敌军群体谋略属性降低#effect_01#（受谋略属性影响），进行策略攻击时的伤害下降#effect_02#（受谋略属性影响），持续#available_round_02#,0,0,,C,,,203,谋略属性降低,0
200046,200046,5,49,5,0,35,35,20004601,0,3,0,0,0,0,修罗姬返,诅咒敌军群体，当其试图发动主动战法时，会陷入动摇状态，每回合产生逃兵（伤害率#effect_01#%），并有#prob_param_02#的几率陷入怯战状态，无法进行普通攻击，持续#available_round_02#,0,"1,4","11,31,51",B,,每当敌军群体发动主动战法，则使其陷入动摇状态，并使其陷入怯战状态,303,动摇,0
200047,200047,5,49,3,0,100,100,20004701,0,2,0,0,0,0,枭雄所愿,战斗开始后@第5回合@直到战斗结束，使我军群体进入休整状态，每回合恢复一定兵力（恢复率#effect_01#%，受谋略属性影响），并使其能够优先行动,0,"3,",,C,,第五回合开始，使我军群体进入休整状态，并使其优先行动,402,休整,0
200048,200048,5,49,6,0,35,35,20004801,0,4,0,0,0,0,重斩,普通攻击后，对攻击目标再次发动攻击（伤害率#effect_01#%），并使其攻击属性降低#effect_02#，持续#available_round_02#,0,"1,","14,51",C,,普通攻击后，对攻击目标再造成一次攻击伤害，并使其攻击属性降低,301,攻击伤害,0
200049,200049,5,49,3,0,30,30,20004901,0,3,0,0,0,0,神速奔袭,对敌军群体发动一次攻击（伤害率#effect_01#%），并使其速度属性降低#effect_02#，持续#available_round_02#,0,"1,","11,51",B,,对敌军群体造成一次攻击伤害，并使其速度属性降低,301,攻击伤害,0
200050,200050,5,49,3,0,40,40,20005001,0,3,0,0,0,0,太平异道,对敌军单体发动策略攻击（伤害率#effect_01#%，受谋略属性影响），并窃取其#effect_02#的攻击转化至自身（受谋略属性影响），持续#available_round_13#,0,"2,","21,51",B,,对敌军单体造成一次策略攻击伤害，并窃取其攻击属性转化至自身,302,策略攻击伤害,0
200051,200051,5,49,6,0,120,120,20005112,0,4,0,0,0,0,劫掠,普通攻击后，对攻击目标再次发动攻击（伤害率#effect_12#%），并有#prob_param_01#的几率借此恢复一定兵力,0,"1,3","14,51",B,,普通攻击后，对攻击目标再造成一次攻击伤害，并借此恢复自身一定兵力,301,攻击伤害,0
200052,200052,5,49,2,1,40,40,20005201,0,3,0,0,0,0,坚盾阵,#prepare#准备，援护友军全体，为其抵挡普通攻击，并使自身受到攻击时的伤害降低#effect_12#%，持续#available_round_01#,0,"4,",,B,,1回合准备，援护友军全体，并使自身受到攻击伤害降低,504,援护,0
200053,200053,5,49,3,0,100,100,20005301,0,2,0,0,0,0,黄巾军威,战斗开始后前#available_round_01#，使我军群体的防御属性提高#effect_01#，每回合有#prob_param_02#的几率使其受到普通攻击时进行反击（伤害率#effect_02#%）,0,"4,",,C,,前3回合，使我军群体的防御属性提升，每回合使其受到普通攻击时进行反击,102,防御属性提高,0
200054,200054,5,49,3,1,30,30,20005401,0,3,0,0,0,0,温侯遗勇,#prepare#准备，对敌军群体发动一次攻击（伤害率#effect_01#%），并使其陷入犹豫无法发动主动战法，持续#available_round_02#,0,"4,","11,31,51",C,,1回合准备，对敌军群体造成一次攻击伤害，并使其陷入犹豫状态,301,攻击伤害,0
200055,200055,5,49,1,0,100,100,20005501,0,1,0,0,0,0,固军备战,受到攻击或策略攻击时，都有#prob_param_01#的几率使本次受到的伤害降低#effect_01#%,0,"4,",,B,,受到伤害时，使本次受到的伤害降低,522,受到攻击伤害降低,0
200056,200056,5,49,4,0,35,35,20005601,0,3,0,0,0,0,直言,恢复我军群体一定兵力（恢复率#effect_01#%，受谋略属性影响），并使其谋略属性提高#effect_02#，持续#available_round_02#,0,"3,4",41,C,,恢复我军群体兵力，并使其谋略属性提升,401,急救,0
200057,200057,5,49,3,0,30,30,20005701,0,3,0,0,0,0,骁勇,对敌军群体发动一次攻击（伤害率#effect_01#%），并使其进行攻击时的伤害降低#effect_02#%，持续#available_round_02#,0,"1,4","11,51",C,,对敌军群体造成一次攻击伤害，并使其造成的攻击伤害降低,301,攻击伤害,0
200058,200058,5,49,3,0,30,30,20005801,0,3,0,0,0,0,奋威,对敌军群体发动一次攻击（伤害率#effect_01#%），并挑衅之使其攻击自身，持续#available_round_02#,0,"1,4","11,51",C,,对敌军群体造成一次攻击伤害，并挑衅敌军群体,301,攻击伤害,0
200059,200059,5,49,3,0,120,120,20005912,0,3,0,0,0,0,方天余烈,使自身发动主动战法的伤害提高#effect_01#%，且对敌军单体发动一次攻击（伤害率#effect_12#%）,0,"1,","11,51",A,,使自身造成的主动战法伤害提升，并对敌军单体造成一次攻击伤害,301,攻击伤害,0
200060,200060,5,49,2,0,30,30,20006001,0,3,0,0,0,0,焚城劫焰,使敌军群体陷入燃烧状态，每回合损失一定兵力（伤害率#effect_01#%），并使其受到攻击的伤害提高#effect_02#%，持续#available_round_02#,0,"2,4","21,51",A,,,305,燃烧,0
200061,200061,5,49,4,1,35,35,20006101,0,3,0,0,0,0,铁骑突击,#prepare#准备，对敌军群体发动一次攻击（伤害率#effect_01#%），并使其陷入动摇状态，每回合产生逃兵（伤害率#effect_02#%），持续#available_round_02#，并有#prob_param_03#的几率使其在2回合后再额外产生大量逃兵（伤害率#effect_03#%）,0,"1,","11,51",B,,1回合准备，对敌军群体造成一次攻击伤害，并使其陷入动摇状态，并使其在2回合后再额外产生逃兵,301,攻击伤害,0
200062,200062,5,49,3,0,100,100,20006201,0,2,0,0,0,0,昭烈神思,战斗开始后前#available_round_01#，使我军群体进行策略攻击时的伤害提高#effect_01#%（受谋略属性影响），每回合有#prob_param_02#的几率能优先行动,0,"4,",,B,,前3回合，使我军群体造成的策略攻击伤害提高，并优先行动,533,策略攻击伤害提高,0
200063,200063,5,49,5,0,35,35,20006301,0,3,0,0,0,0,迎险御侮,对敌军单体发动@2@次攻击（伤害率#effect_01#%），并使自身与友军单体受到的下@1@次攻击伤害大幅降低。,敌军单体,"1,","11,51",B,,对敌军单体造成2次攻击伤害，并使自身与友军单体受到下一次攻击伤害大幅度降低,301,攻击伤害,0
200064,200064,5,49,6,0,30,30,20006401,0,4,0,0,0,0,傲将奇兵,普通攻击后，对攻击目标再次发动猛攻（伤害率#effect_01#%），此攻击有几率会引起自身一定兵力的损耗,0,"1,","14,51",C,,普通攻击后，对攻击目标再造成一次攻击伤害，并对自身造成一定伤害,301,攻击伤害,0
200065,200065,5,49,6,0,120,120,20006501,0,4,0,0,0,0,沙场破阵,普通攻击后，对攻击目标再次发动策略攻击（伤害率#effect_01#%，受谋略属性影响），并有#prob_param_02#的几率使其陷入暴走状态，进行无差别攻击，持续#available_round_02#,0,"2,4","24,34,51",A,,普通攻击后，对攻击目标再造成一次策略攻击伤害，并使其陷入暴走状态,302,策略攻击伤害,0
200066,200066,5,49,3,0,25,25,20006601,0,3,0,0,0,0,锐矛贯体,对敌军群体发动一次攻击（伤害率#effect_01#%），并有#prob_param_02#的几率使其陷入犹豫或怯战状态，无法进行普通攻击或发动主动战法，持续#available_round_02#,0,"1,4","11,31,51",B,,对敌军群体造成一次攻击伤害，并使其陷入犹豫或怯战状态,301,攻击伤害,0
200067,200067,5,49,4,0,35,35,20006701,0,3,0,0,0,0,索命连环,移除敌军单体的有益效果，使其受到策略攻击时的伤害提高#effect_02#%（受谋略属性影响），并陷入妖术诅咒，每回合有#prob_param_03#的几率损失较多兵力（伤害率#effect_03#%，受谋略属性影响），持续#available_round_03#,0,"2,4","21,51",B,,移除敌军单体有益效果，使其受到的策略攻击伤害提升，并陷入妖术状态,512,看破,0
200068,200068,5,49,3,1,40,40,20006801,0,3,0,0,0,0,忠义蜀后,#prepare#准备，恢复我军群体一定兵力（恢复率#effect_01#%，受谋略属性影响）， 并在1回合之后我军行动时，再度为其恢复较多兵力（恢复率#effect_02#%，受谋略属性影响）,0,"3,",41,C,,1回合准备，恢复我军群体兵力，并在1回合之后，再次为其恢复兵力,401,急救,0
200069,200069,5,49,4,0,30,30,20006912,0,3,0,0,0,0,神威将女,使自身进行攻击的伤害提高#effect_01#%（受速度属性影响），并对敌军群体发动一次猛攻（伤害率#effect_12#%）,0,"1,","11,51",B,,使自身造成的攻击伤害提升，并对敌军群体造成一次攻击伤害,301,攻击伤害,0
