_key,detail_id,effect_id,effect_param,calc_pos,calc_param,attack_type,select_skill_param,target_type,select_type,flag_add_round,available_hit,hit_by_hit,init_effect_ratio,intel_param,constant_param,prob_init_param,prob_max_param,display_param,bind_flag,cast_condition,precondition,condition,lock_flag,add_count_max,report_show_type,report_id,custom_select_flag,buff_type,attack_max,target_country,select_attri,delay_round,delay_hit,available_round,clear_per_hit,attri_type,select_flag,inherent,value_add_max,shi_qi_affect,hide_conflict,prob_series,calc_type,effect_name
20001401,20001401,522,0,0,0,23,0,0,0,0,0,0,50,50,12,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,,,受到攻击伤害降低
20001402,20001402,524,0,0,0,23,0,0,0,0,0,0,50,50,12,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,,,受到策略攻击伤害降低
20001403,20001403,532,0,31,0,23,0,0,0,0,0,0,100,0,9000,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,1,0,0,0,,,攻击伤害降低
20001404,20001404,534,0,31,0,23,0,0,0,0,0,0,100,0,9000,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,1,0,0,0,,,策略攻击伤害降低
20001415,20001415,542,0,997,0,0,0,0,0,0,0,0,50,0,35,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,5,0,0,0,0,0,0,0,,,攻心
20001501,20001501,402,0,311,0,23,0,0,0,0,0,0,50,150,30,80,80,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,,,休整
20001601,20001601,401,100000000,995,0,23,0,0,0,0,0,0,50,120,20,50,50,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,,,急救
20001602,20001602,122,0,999999,0,0,0,0,0,0,0,0,100,0,211016,100,100,0,0,0,0,5003,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,1,,,子技能（有益）
20001603,20001603,122,0,961,0,23,0,0,0,0,0,0,100,0,210016,100,100,0,0,0,0,21110,0,0,10000,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,1,,,子技能（有益）
20001701,20001701,524,0,0,0,23,0,0,0,0,0,0,50,50,15,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,,,受到策略攻击伤害降低
20001702,20001702,531,0,0,0,23,0,0,0,0,0,0,50,20,6,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,,,攻击伤害提高
20001703,20001703,533,0,0,0,23,0,0,0,0,0,0,50,20,6,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,,,策略攻击伤害提高
20001704,20001704,522,0,0,0,23,0,0,0,0,0,0,50,50,15,100,100,0,0,127001701,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,,,受到攻击伤害降低
20001705,20001705,401,0,0,0,23,0,0,0,0,1,0,50,0,150,100,100,0,0,321001701,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,急救
20001706,20001706,122,0,0,0,23,0,0,0,0,0,0,100,0,210017,100,100,0,0,421001701,0,0,0,0,100010000,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,,,子技能（有益）
20001711,20001711,761,0,31,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,,,先手(预备)
20001801,20001801,522,0,0,0,13,0,0,0,0,0,0,50,20,20,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,受到攻击伤害降低
20001802,20001802,524,0,0,0,13,0,0,0,0,0,0,50,20,20,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,受到策略攻击伤害降低
20001803,20001803,402,0,311,0,13,0,0,0,0,0,0,50,260,45,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,,,休整
20001901,20001901,544,0,0,0,0,0,0,0,0,0,0,50,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,连击
20001902,20001902,101,0,0,0,0,0,0,0,0,0,0,50,0,5000,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,攻击属性提高
20001903,20001903,122,0,31112,0,0,0,0,0,0,0,0,100,0,210019,100,100,0,0,127001901,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,,,子技能（有益）
20002001,20002001,515,0,993,0,0,0,0,0,0,3,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,无视规避
20002011,20002011,304,0,31,0,43,0,0,0,0,0,0,50,20,26,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,,,恐慌
20002012,20002012,305,0,31,0,43,0,0,0,0,0,0,50,25,31,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,8,0,0,0,0,0,0,0,,,燃烧
20002013,20002013,306,0,31,0,43,0,0,0,0,0,0,50,30,32,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,0,,,妖术
20002024,20002024,152,20002001,0,0,0,0,0,0,0,1,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,移除效果
20002101,20002101,301,0,0,0,41,0,0,0,0,1,0,50,0,150,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
20002103,20002103,521,0,0,0,41,0,0,0,0,0,0,50,15,14,100,100,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,10,0,1,0,0,0,0,0,,,受到攻击伤害提高
20002104,20002104,523,0,0,0,41,0,0,0,0,0,0,50,15,14,100,100,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,10,0,1,0,0,0,0,0,,,受到策略攻击伤害提高
20002112,20002112,301,0,0,0,41,0,0,0,0,1,0,50,0,150,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
20002201,20002201,771,0,991,0,0,0,0,0,0,1,0,100,0,0,100,100,0,0,227002201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,无视兵种相克(预备)
20002212,20002212,301,0,0,0,43,0,0,34,0,1,0,50,0,450,100,100,0,0,227002201,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
20002223,20002223,771,0,991,0,0,0,0,0,0,3,0,100,0,0,100,100,0,0,127002201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,无视兵种相克(预备)
20002234,20002234,301,0,0,0,41,0,0,0,0,1,0,50,0,333,100,100,0,0,127002201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
20002245,20002245,301,0,0,0,41,0,0,0,0,1,0,50,0,333,100,100,0,0,127002201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
20002256,20002256,301,0,0,0,41,0,0,0,0,1,0,50,0,333,100,100,0,0,127002201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,攻击伤害
20002301,20002301,201,0,0,0,43,0,0,0,0,0,0,50,9000000,11400000,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,,,攻击属性降低
20002302,20002302,202,0,0,0,43,0,0,0,0,0,0,50,9000000,11400000,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,,,防御属性降低
20002303,20002303,203,0,0,0,43,0,0,0,0,0,0,50,9000000,11400000,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,,,谋略属性降低
20002304,20002304,204,0,0,0,43,0,0,0,0,0,0,50,9000000,11400000,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,,,速度属性降低
20002315,20002315,106,0,0,0,23,0,0,0,0,0,0,100,0,1,100,100,0,0,227002301,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,,,攻击距离提高
20002316,20002316,171,0,0,0,23,3,0,0,0,0,0,100,0,1,100,100,0,0,127002301,0,0,0,0,10000000,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,,,战法有效距离提高
20002401,20002401,302,0,0,0,43,0,0,0,0,1,0,50,370,5,100,100,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,策略攻击伤害
20002402,20002402,123,0,0,0,43,0,0,0,0,1,0,100,0,210024,100,100,0,0,6207,0,0,0,0,100010000,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,子技能（有害）
20002403,20002403,207,0,0,0,43,0,0,0,0,0,0,100,0,100000000,100,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,,,不可回复兵力
20002414,20002414,503,0,0,0,41,0,0,0,0,0,0,100,0,0,100,100,0,0,121002401,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,,,暴走
20002425,20002425,152,21002401,0,0,0,0,0,0,0,1,0,100,0,0,100,100,0,0,121002401,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,移除效果
20002501,20002501,321,0,0,0,23,0,0,0,0,0,0,50,15,9,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,普通攻击伤害提高
20002502,20002502,325,0,0,0,23,0,0,0,0,0,0,50,15,9,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,追击战法伤害提高
20002503,20002503,544,0,0,0,23,0,0,0,0,0,0,100,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,连击
