_key,heroid,cost,hero_type,hit_range,attack_base,defence_base,intel_base,speed_base,destroy_base,attack_grow,defence_grow,intel_grow,speed_grow,destroy_grow,skill_init,base_hero_id,icon_hero_id,hero_type_feature,season,book_type,valid_time,release_time,policy_id,title_heroid,achieve_heroid,free_forget_skill_activity_id,free_forget_skill_time,fashion,show_priority,balance_activity_id,balance_skill_reset,balance_policy_reset,balance_policy_time_limit,country,quality,sex,space_type,is_season_card,is_release,is_op,is_sp_card,is_memorize_card,is_baijia_hero,hero_type_availible,func_availible,name,author,description,birth_and_death_year,second_name,hero_features_availible,share_description,head_icon_ids,tag,facade_ex_hero_id,balance_description,country_name,quality_name
100428,100428,20,1,4,1000,1000,1000,1000,1000,12,12,12,12,60,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,,,,@【史】@本为刘表部下，后归刘备，并助刘备攻益州刘璋。在定军山一战中阵斩曹操部下名将夏侯渊。黄忠在后世多以勇猛的老将形象出现于各类文学艺术作品中。\n^【演】^在《三国演义》中，刘备称汉中王后将其封为五虎上将之一。初为刘表部下，后事韩玄；虽年近六旬，却有万夫不当之勇。关羽攻长沙时，关羽用拖刀计将黄忠击败，但不忍害之。次日，黄忠计诱关羽，为报关羽之恩，用弓箭只射关羽盔缨，但韩玄却因此怀疑黄忠有二心，想将黄忠斩首，但遭魏延劫场，韩玄被诛，黄忠与魏延一同降蜀。\n黄忠入蜀后，战功赫赫。先与严颜败张郃，后更于定军山亲斩夏侯渊。刘备称帝后伐吴，黄忠不顾年迈，请令担任先锋，为吴将马忠偷袭射中，回营后不治而亡。,?,,,,10042801,,,,蜀,四星
100429,100429,20,2,2,4200,3300,7600,2700,1700,33,26,59,21,79,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,,简雍,,@【史】@简雍擅于辩论、议事，官拜昭德将军，地位次于麋竺。其人性情简单直接、不拘小节。年少时便与刘备相识，后跟随刘备奔走。常作为谈客，往来使命，刘备围成都时，简雍劝说刘璋投降。\n^【演】^在《三国演义》中，简雍形象与正史相似。与刘备同乡。随其周旋，任幕宾。刘备投袁绍，后想要离去，简雍为其设计脱身。刘璋投降时，以简雍为使，简雍坐于车中，有意的傲睨自若，为秦宓所斥责。不久，拜简雍为昭德将军。,?,宪和,,,10042901,,,,蜀,三星
100430,100430,20,1,4,7700,8700,8800,5000,900,78,111,113,57,69,200050,0,0,0,0,0,0,0,310034,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,0,0,0,0,"1,11,21",,张宝,,@【史】@张角之弟，张梁之兄，中平元年（184）二月，同兄弟一起发动黄巾起义，号地公将军。同年十一月于下曲阳（今河北晋州）遭到左中郎将皇甫嵩、钜鹿太守郭典的围攻，兵败被斩。\n^【演】^在《三国演义》中，张宝同兄弟一起发动黄巾起义，于阳城与朱儁军对抗。后刘备兄弟率军前来，帮助朱儁与张宝交战，张宝使用妖术，一度获胜，但不久就被破解，张宝被刘备射伤，逃入阳城坚守。朱儁等加紧围攻，张宝的部下严政斩了张宝，献首投降。,?-184,,,,10043001,2,,,群,四星
100431,100431,20,2,1,8200,8100,4000,5000,1700,141,139,40,71,130,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,2,,邹,,^【演】^在《三国演义》中，出现在第十六回，被曹操强纳，因而之后有张绣造反，曹操兵败宛城，曹昂、典韦、曹安民战死等诸多之事。,?,,,,10043101,,,,群,五星
100432,100432,20,2,2,7100,7200,7300,2600,1400,71,72,73,24,76,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,,,,汉灵帝刘宏和王美人所生之子。董卓废汉少帝刘辩后，立刘协为皇帝。董卓被诛后，曹操控制了刘协，挟天子以令诸侯。\n曹操死后，刘协被曹丕控制，随后被迫禅让于曹丕。,?,,,,10043201,,,,汉,四星
100433,100433,20,1,4,1000,1000,1000,1000,1000,10,10,10,10,54,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,,,,@【史】@荀彧之侄，东汉末年谋士。曹操迎天子入许都之后，荀攸成为曹操的军师。 曹操征伐吕布时荀攸劝阻了曹操退兵，并献奇计水淹下邳城，活捉吕布。官渡之战荀攸献计声东击西，斩颜良和文丑。又策奇兵，派徐晃烧袁绍粮草，同时力主曹操接纳许攸，画策乌巢，立下大功。\n平定河北期间，荀攸力排众议，主张曹操消灭袁绍诸子，被曹操上奏朝廷封为陵树亭侯。荀攸行事周密低调，计谋百出，深受曹操称赞。建安十九年（214年），荀攸在曹操伐吴途中去世。\n^【演】^在《三国演义》中，荀攸初仕大将军何进，后弃官还乡。曹操在兖州，攸同从叔彧共来投之，为曹操重用。曹操迎天子都许，拜为军师。荀攸随讨吕布，定河北，及官渡、赤壁之战，屡出奇谋。及魏国建立，以荀攸为尚书令。曹操进爵魏王，荀攸认为曹操叛汉，曹操大怒，荀攸忧愤成疾，旋即去世。,?,,,,10043301,,,,汉,四星
100434,100434,20,3,1,1000,1000,1000,1000,1000,18,18,18,18,107,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,3,,曹操,,@【史】@三国中曹魏政权的奠基人。其人文武精通，可谓非常之人，超世之杰。以汉天子的名义征讨四方，对内消灭二袁、吕布、刘表、马超、韩遂等割据势力，对外降服南匈奴、乌桓、鲜卑等，统一了中国北方，并实行一系列政策恢复经济生产和社会秩序，奠定了曹魏立国的基础。\n^【演】^在《三国演义》中，主要将曹操塑造成一个“奸雄”形象，并且更突出“奸”的一面。,155-220,孟德,,,00,,,,魏,六星
100435,100435,30,3,3,9100,9000,6600,10000,1000,200,185,76,204,69,200655,0,0,0,0,0,0,0,110020,0,100435,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,"3,23,33",,夏侯渊,,@【史】@东汉末年名将，擅长千里奔袭作战，官至征西将军，封博昌亭侯。初期随曹操征伐，官渡之战为曹操督运粮草，又督诸将先后平定昌豨、徐和、雷绪、商曜等叛乱。后率军驻凉州，逐马超、破韩遂、灭宋建、横扫羌、氐，虎步关右。张鲁降曹操后夏侯渊留守汉中，与刘备相拒逾年，于定军山被刘备部将黄忠所袭，战死，谥曰愍侯。\n^【演】^在《三国演义》中，夏侯渊是夏侯婴之后、大将军惇族弟。自曹操陈留起兵起，便跟随征伐，历任陈留、颍川太守。官渡之战后，夏侯渊负责粮草补给，保证了曹操平定北方。而后夏侯渊又率兵四处征讨叛乱，破昌豨、徐和、雷绪、商曜等，战功卓著。而后夏侯渊督张郃、徐晃等留守汉中，与前来取汉中的刘备大军交战，为刘备将黄忠所袭，不幸战死。谥曰愍侯。魏齐王正始四年从祀曹操庙庭。,?-219,妙才,,五出平叛，奔逸绝尘#虎步关右，所向无前,10043501,1,,,魏,五星
100436,100436,20,3,1,8500,8500,7700,8100,300,95,95,77,81,16,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,,郭淮,,@【史】@曹魏名将。郭淮随曹操征讨汉中。曹操回军后，留征西将军夏侯渊守汉中，以拒刘备，并留郭淮为夏侯渊的司马。夏侯渊战死时，郭淮收集残兵，与杜袭共推张郃为主将，得以稳定局势。诸葛亮伐魏时，郭淮料敌准确，多立战功。并屡破羌胡，备受皇恩。\n^【演】^在《三国演义》中，郭淮于第七十回初次登场。他劝说曹洪不要将败于张飞的张郃处死，使其攻打葭萌关；夏侯渊战死于定军山后，又推举张郃为主将，收拾残局。第九十三回时，由曹真推举为副将，此后屡次与汉军交战。诸葛亮死后，姜维率领北伐军与司马昭交战，将司马昭围困于铁笼山上，并约羌王派兵相助。郭淮先击败羌王，继而和司马昭里应外合，大胜姜维。郭淮追击没枪、有弓却无箭的姜维，以弓箭射向姜维，却被姜维躲过接住箭，继而用自己的弓将郭淮射死,?-255,伯济,,,10043601,,,,魏,四星
100437,100437,40,2,3,3600,8800,10500,3000,1800,57,185,259,53,188,200036,0,0,0,10002,0,0,0,112063,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,"2,22,32",,荀彧＆荀攸,,@【史】@叔侄二人均效力于曹魏，且深受曹操重用。两人均具有经天纬地之才，在军事、政事方面均作出了杰出的贡献。\n^【演】^在《三国演义》中，曹操在兖州招贤纳士，荀彧与其侄子荀攸共往相投，成为曹操旗下的重要谋士。曹操初与荀彧交谈，便已惊叹荀彧是“吾之子房”。荀彧又向曹操举荐程昱，为曹操另添一名重要谋士。,??,,,双荀为主立奇功#神算难料终不同,"10043701,10043702",6,,,魏,五星
100438,100438,20,1,1,1000,1000,1000,1000,1000,18,18,18,18,107,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,1,,孙权,,@【史】@孙坚之子，孙策之弟。东汉建安五年，兄孙策遇刺身亡，孙权继位吴侯、讨逆将军，领会稽太守，开始统领江东。他击败了黄祖。后东吴联合刘备，于赤壁击溃了曹操军。东吴后来又和曹操军在合肥附近鏖战，并从刘备手中夺回荆州、消灭关羽、大破刘备的讨伐军。曹丕称帝后孙权先向北方称臣，后自己建吴称帝，迁都建业。孙权病逝后谥号大皇帝，史称东吴大帝。\n^【演】^在《三国演义》中，孙权19岁就继承了其兄孙策之位，力据江东，击败了黄祖。后东吴联合刘备，在赤壁大战击溃了曹操军。东吴后来又和曹操军在合肥附近鏖战，并从刘备手中夺回荆州、消灭关羽、大破刘备的讨伐军。曹丕称帝后孙权先向北方称臣，后自己建吴称帝，迁都建业。,182-252,仲谋,,,00,,,,吴,六星
100439,100439,30,2,2,8400,8700,6800,2900,1700,99,149,71,31,120,200616,0,0,0,0,0,0,0,310031,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,"2,11,12",,黄盖,,@【史】@孙吴名将。历仕孙坚、孙策、孙权三任君主。为人严肃，善于训练士卒，每每征讨，他的部队皆勇猛善战。赤壁之战时，黄盖前往曹营诈降，并趁机以火攻大破曹操的军队，是赤壁之战主要功臣之一。\n^【演】^在《三国演义》中，黄盖以铁鞭为兵器。曹操军来犯之际，黄盖向周瑜提议火攻破敌，周瑜要他行苦肉计，黄盖一口答应。黄盖故意提出投降曹操，周瑜假意下令斩首，后改为杖打五十，打得皮开肉绽。黄盖向曹操献降书，曹操起初识破诈降，但有两细作回报黄盖遭刑的事，曹操才相信。但苦肉计并无正史记载，赤壁之战时候黄盖只是“建策火攻”而已。,?,公覆,,,10043901,4,,,吴,四星
100440,100440,20,1,4,1000,1000,1000,1000,1000,8,8,8,8,46,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,,,,原为刘繇部下，后被孙策收降，自此太史慈为孙氏大将，助其扫荡江东。其弓马熟练，箭法精良。后在合肥之战中战死。,?,,,,10044001,,,,吴,三星
100441,100441,45,2,2,9000,8800,8000,4000,900,250,246,223,94,114,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,2,,刘备,,@【史】@西汉中山靖王刘胜之后，三国时期蜀汉开国皇帝、政治家，史家又称他为先主。刘备早年颠沛流离，备尝艰辛，投靠过多个诸侯。赤壁之战时，与孙权联盟击败曹操，趁势夺取荆州。而后进取益州。于章武元年（221年）在成都称帝，国号汉，史称蜀或蜀汉。《三国志》评刘备的机权干略不及曹操，但其弘毅宽厚，知人待士，百折不挠，终成帝业。刘备也称自己做事“每与操反，事乃成尔”。\n^【演】^在《三国演义》中，刘备的事迹基本与正史相符。书中将其塑造成一位胸襟开阔的，十足的明主形象。并重点突出其几个性格特点：一是亲贤爱士，善待人才；二是生性善良，爱民如子；三是待人宽厚，不求全责备；四是偶有权谋，颇有心计。,161-223,玄德,,,00,,,,蜀,六星
100442,100442,30,2,1,9400,9900,5600,4200,2000,179,232,56,74,174,200680,0,0,0,0,0,0,0,210012,0,100442,0,0,0,0,20174,1,0,0,3,4,0,0,0,1,0,0,0,0,"2,12,32",,黄忠,,@【史】@本为刘表部下，后归刘备，并助刘备攻益州刘璋。在定军山一战中阵斩曹操部下名将夏侯渊。黄忠在后世多以勇猛的老将形象出现于各类文学艺术作品中。\n^【演】^在《三国演义》中，刘备称汉中王后将其封为五虎上将之一。初为刘表部下，后事韩玄；虽年近六旬，却有万夫不当之勇。关羽攻长沙时，关羽用拖刀计将黄忠击败，但不忍害之。次日，黄忠计诱关羽，为报关羽之恩，用弓箭只射关羽盔缨，但韩玄却因此怀疑黄忠有二心，想将黄忠斩首，但遭魏延劫场，韩玄被诛，黄忠与魏延一同降蜀。\n黄忠入蜀后，战功赫赫。先与严颜败张郃，后更于定军山亲斩夏侯渊。刘备称帝后伐吴，黄忠不顾年迈，请令担任先锋，为吴将马忠偷袭射中，回营后不治而亡。,?-220,汉升,,将军气概与天参#白发犹然困汉南,10044201,"3,4",,#-原效果（1级→10级）#\n战法距离@2@\n对敌军群体发动一次攻击（伤害率@50.0%@ {0} @100%@)并进行挑衅，同时使自身受到攻击的伤害降低12.5% {0} 25.0%（受防御属性影响）\n\n#-调整后效果（1级→10级）#\n战法距离@3@\n对敌军群体发动一次攻击（伤害率@60.0%@ {0} @120%@）并进行挑衅，同时使自身受到攻击的伤害降低12.5% {0} 25.0%（受防御属性影响）,蜀,五星
100443,100443,30,1,4,6000,8200,9500,6000,900,90,180,240,101,72,200805,0,0,0,0,0,0,0,114039,0,100443,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,"1,11,21",,陈宫,,@【史】@为人性格刚直烈壮，少与海内知名之士皆相连结。初随曹操，后因曹操谋害边让而与曹操反目，弃曹投靠吕布。吕布战败后，随吕布等一同被曹操所擒，陈宫求即就戮，从容赴死。\n^【演】^在《三国演义》中，陈宫曾被刘晔评价为“陈宫多计”；荀攸评其“有谋而迟”。在下邳吕布战败后，陈宫亦于下邳城南门被曹操部将徐晃擒获。白门楼前，曹操劝降陈宫，陈宫不肯屈降，曹操忍痛下令斩首处决陈宫。,?-199,公台,,白门楼下公台死#致令今人发叹嗟,10044301,"2,6",,,群,五星
100445,100445,25,3,1,9300,7400,7100,9100,800,142,92,68,139,46,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,,庞德,,@【史】@初为马腾部下，在平定羌民的征伐中屡立战功。建安年间，庞德跟随马超征战，每次出征常冲锋陷阵，勇冠凉州三军。后几经辗转，随张鲁归降于曹操麾下。219年，庞德协助曹仁抵御关羽。时值汉水暴溢，他率诸将与关羽殊死搏斗，箭镞尽，又短兵相接。\n而他格斗益怒，胆气愈壮，力战多时后因小舟被洪水打翻为关羽军所擒。关羽敬重他的刚毅威武，以封将劝降，但他却怒目不跪，怒斥关羽，最终殒身殉节。\n^【演】^在《三国演义》中，曹操进攻汉中时，庞德被曹操所擒，且因张鲁的不仁而转投曹操。此后，庞德屡立战功，濡须口之战斩东吴名将陈武，汉中之战中击败蜀汉名将魏延，救出曹操。后来曹仁被关羽包围在樊城，庞德随于禁引军赴救。其时诸将皆以庞德兄长庞柔、故主马超均在蜀，都怀疑庞德有二心；\n庞德抬棺决死，遂力斗关羽父子，又箭射关羽，深为关羽所忌惮。然而于禁惧其立功，加以掣肘。魏军战败，庞德被周仓在水中擒获，誓死不降，为关羽所害。曹操闻知此事甚为伤悲，为之流涕。,?-219,令明,,,10044501,,,,群,四星
100446,100446,20,2,2,4500,7100,9300,3300,1400,46,82,144,38,85,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,2,,,,董卓军的参谋，为人冷酷残暴。在董卓拥护献帝时，为了断绝后顾之忧，毒害了先帝弘农王和其母何太后。但在军事方面，具有出色的才能，曾授计徐荣，大败曹军。,?,,,,10044601,,,,群,四星
100448,100448,25,3,1,1000,1000,1000,1000,1000,15,15,15,15,87,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3,,,,曹魏“五子良将”之一，在官渡之战中归顺曹操。其戎马一生，以用兵巧变、善列营阵，长于利用地形著称。\n早年随曹操征战四方，屡建战功。曹丕登位后，在街亭大败蜀军，并于江陵破吴，功绩显著。,?,,,,10044801,,,,汉,五星
100449,100449,30,3,1,9400,9800,6700,9000,300,206,230,67,158,24,200770,0,0,0,0,0,0,0,114168,0,100449,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,"3,13,43",,夏侯惇,,@【史】@汉末年三国时期曹魏名将，西汉开国元勋夏侯婴的后代。少年时以勇气闻名于乡里。曹操起兵，夏侯惇是其最早的将领之一。与吕布军交战时，曾一度被擒为人质，又被流矢射瞎左眼。多次为曹操镇守后方，曾率军民阻断太寿河水，筑陂塘灌溉农田，使百姓受益，功勋卓著。历任折冲校尉、济阴太守、建武将军，官至大将军，封高安乡侯，追谥忠侯。青龙元年（233年），得以配享太祖（曹操）庙庭。\n^【演】^在《三国演义》中，夏侯惇在徐州攻防战时迎战吕布部将高顺，高顺败逃，夏侯惇从后追赶，不料遭另一名敌将曹性射箭偷袭。夏侯惇左眼被射中，痛得怒吼一声便匆忙用手拔箭，却不慎连着眼珠子拔了出来。夏侯惇立即大喊：“父精母血，不可弃也！”便把眼睛塞进嘴巴吞咽下去；然后又挺枪纵马，上前斩了曹性报回一箭之仇。,?-220,元让,,孤月独明勘比伦#至今功迹照乾坤,10044901,"1,3",,,魏,五星
100450,100450,30,3,2,9600,9200,7200,8200,600,225,175,83,144,53,200771,0,0,0,0,0,0,0,314040,0,100450,0,0,0,0,20105,1,0,0,4,4,0,0,0,1,0,0,0,0,"3,13,23",,孙策,,@【史】@三国时期孙吴的奠基者之一，孙坚长子、吴大帝孙权长兄。其人有智有勇，英姿勃发，其治军严整，军纪严明，被称为“江东小霸王”。初为继承父亲孙坚的遗业而屈事袁术，征战时屡获大胜。袁术僭越称帝后，孙策与袁术决裂，曹操下诏书给孙策，要孙策讨伐袁术。之后孙策统一江东，但在一次狩猎中为刺客所伤，不久后身亡。其弟孙权接掌孙策势力。\n^【演】^在《三国演义》中，孙策的事迹基本与正史相符。而在描写孙策被刺后，引入了孙策斩道士于吉而受其诅咒，伤重而亡的情节。,175-200,伯符,,玉貌英雄千古少#笑他操备是蒹葭,10045001,1,,,吴,五星
100451,100451,30,3,2,10200,9000,8300,9500,500,254,158,108,181,44,200769,0,0,0,0,0,0,0,114044,0,100451,0,0,0,0,20049,0,1,1766977200,3,4,0,0,0,1,0,0,0,0,"3,23,43",,关羽,,@【史】@蜀汉名将，是刘备、张飞的结义兄弟。早期跟随刘备辗转各地，曾被曹操生擒，于白马坡斩袁绍大将颜良，与张飞一同被称为万人敌。赤壁之战后，刘备助东吴周瑜攻打南郡曹仁，别遣关羽绝北道，阻挡曹操援军，曹仁退走后，关羽被刘备任命为襄阳太守。刘备入益州，关羽留守荆州。建安二十四年，关羽围襄樊，擒于禁，斩庞德，威震华夏，曹操曾想迁都以避其锐。后曹操派徐晃前来增援，东吴吕蒙又偷袭荆州，关羽腹背受敌，兵败身亡。\n^【演】^与刘备、张飞桃园结义，羽居其次。使八十二斤青龙偃月刀随刘备东征西讨。汜水关温酒斩华雄，屯土山降汉不降曹。为报恩斩颜良、诛文丑，解曹操白马之围。后得知刘备音信，过五关斩六将，千里寻兄。刘备平定益州后，封关羽为五虎大将之首，督荆州事。羽起军攻曹，放水淹七军，威震华夏。围樊城右臂中箭，幸得华佗医治，刮骨疗伤。但未曾提防东吴袭荆州，关羽父子败走麦城，突围中被捕，不屈遭害。,?-220,云长,,马骑赤兔行千里#刀偃青龙出五关,10045101,"1,4",,,蜀,五星
100452,100452,30,3,3,8200,8500,8300,7500,1600,180,186,182,164,144,200772,0,0,0,0,0,0,0,114041,0,100452,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,"3,52,53",,木鹿大王,,^【演】^《三国演义》中的虚构人物，八纳洞主，孟获盟友。擅魔法，能改变天气，控制动物并指挥它们作战。在法术帮助下最初对蜀军取得一些胜利，但在诸葛亮的喷火木兽将他的动物吓跑后战败，最后死于乱军之中。,?-225,,,骑象披金腰悬刀#呼风唤雨驱虎豹,10045201,"1,2",,,群,五星
100453,100453,20,2,1,1000,1000,1000,1000,1000,8,8,8,8,46,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,,,,蜀国重臣，与诸葛亮同为刘备临终前的托孤之臣。蜀军北伐时，李严运粮不继，假称东吴来犯，使得诸葛亮退兵，但又向后主奏说粮食充足，不知诸葛亮为何退兵。结果被诸葛亮贬为庶民。\n诸葛亮病逝，李严亦因失去复官机会，大哭病死。,?,,,,10045301,,,,蜀,三星
100454,100454,10,3,1,3200,3100,3000,20000,400,19,18,18,114,14,200175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,,守城军士,,负责守城的普通骑兵。,?,,,,10045401,,,,汉,一星
100455,100455,10,2,2,3500,4100,3000,20000,100,20,24,18,114,4,200176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,守城军士,,负责守城的普通步兵。,?,,,,10045501,,,,汉,一星
100456,100456,10,1,4,4000,3100,3000,20000,900,23,18,18,114,31,200177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,守城军士,,负责守城的普通弓兵。,?,,,,10045601,,,,汉,一星
100457,100457,15,3,2,4200,4500,4000,20000,100,26,28,25,123,4,200140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,,守城精兵,,负责守城的精锐骑兵。,?,,,,10045701,,,,汉,二星
100458,100458,15,2,2,4500,5000,4000,20000,100,28,31,25,123,4,200150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,,守城精兵,,负责守城的精锐步兵。,?,,,,10045801,,,,汉,二星
100459,100459,15,1,4,5000,4100,4000,20000,800,31,26,25,123,30,200140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,,守城精兵,,负责守城的精锐弓兵。,?,,,,10045901,,,,汉,二星
100460,100460,25,2,2,2800,2400,3000,3500,800,27,23,29,34,46,200101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,"2,12",,贼酋,,盗贼首领，擅长用弓。,?,,,,10046001,,,,群,三星
100461,100461,15,2,1,2600,1600,2000,3200,1500,20,12,15,24,67,200103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,,山贼,,到处流窜抢夺的山贼。,?,,,,10046101,,,,群,一星
100462,100462,15,1,2,2600,2200,2100,4500,800,20,17,16,34,36,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,,山贼,,到处流窜抢夺的山贼。,?,,,,10046201,,,,群,一星
100463,100463,15,2,2,2300,1600,1500,3600,1500,17,12,12,27,67,200103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,,强盗,,劫掠财物的强盗。,?,,,,10046301,,,,群,一星
100464,100464,15,3,1,1900,1200,1200,5300,800,18,13,13,43,36,200638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,,强盗,,劫掠财物的强盗。,?,,,,10046401,,,,群,一星
100465,100465,20,2,2,2700,1700,1700,3000,1500,23,15,15,25,75,200104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,,悍匪,,擅长步战的悍匪。,?,,,,10046501,,,,群,二星
100466,100466,20,3,2,2600,1900,1900,6600,800,22,16,16,55,40,200638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,3,,悍匪,,擅长弓箭的悍匪。,?,,,,10046601,,,,群,二星
100467,100467,20,3,1,2800,1500,1800,8900,100,24,13,15,74,5,200638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,3,,马贼,,平原流窜的马贼。,?,,,,10046701,,,,群,二星
100468,100468,20,3,1,2600,2200,1800,8500,100,22,19,15,71,5,200097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,3,,官军逃兵,,因官军溃败而产生的逃兵,?,,,,10046801,,,,群,二星
100469,100469,15,2,2,2000,1400,900,3800,800,19,14,11,28,36,200103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,,流寇,,行踪不定的盗匪。,?,,,,10046901,,,,群,一星
100470,100470,15,1,2,2400,1700,2000,5900,800,18,13,15,44,36,200100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,,流寇,,行踪不定的盗匪。,?,,,,10047001,,,,群,一星
100471,100471,20,3,2,7000,7000,6400,8300,100,70,99,78,83,5,200631,0,0,0,0,0,0,0,210042,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,"3,32,13",,曹节,,@【史】@曹操次女。初为汉献帝贵人，伏皇后被废杀后，进号皇后。建安二十五年，其兄长曹丕代汉自立，派遣使者索取皇帝玺绶，曹皇后愤怒不与。如此反复数次，曹皇后最终召见使者，要亲手交出玉玺。但使者来后，她又将玉玺摔至轩下，流泪怒斥：“天不祚尔！”左右皆莫能仰视。献帝禅位后被封山阳公，曹节为山阳公夫人，去世后谥曰“献穆皇后”。\n^【演】^在《三国演义》中，曹节生平与正史大体一致。而曹节则是对曹休、曹洪破口大骂：“俱是汝等乱贼，希图富贵，共造逆谋！吾父功盖寰区，威震天下，然且不敢篡窃神器。今吾兄嗣位未几，辄思篡汉，皇天必不祚尔！”言罢，痛哭入宫。,195-260,,,,10047101,6,,,汉,四星
100472,100472,30,2,3,7200,9700,9800,3000,1800,94,185,230,39,141,200080,0,0,0,0,0,0,0,110166,0,100472,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,"2,12,32",,司马懿,,@【史】@三国时期魏国杰出的政治家、军事家、战略家，西晋王朝的奠基人。是辅佐了魏国三代的托孤辅政之重臣，后期成为掌控魏国朝政的权臣。善谋奇策，多次征伐有功，其中最显著的功绩是两次率大军成功抵御诸葛亮北伐和远征平定辽东。对屯田、水利等农耕经济发展有重要贡献。\n^【演】^在《三国演义》中，司马懿的生平基本与正史相符。而在小说中，则将其塑造成“奸诈”的负面形象。,179-251,仲达,,魁杰雄特，秉心平直#威严允惮，风行草靡,10047201,2,,,魏,五星
